seed,sample,ranking_score
1,0,0.924948328226419
1,1,0.9239596855377095
1,2,0.9339715214780768
1,3,0.9357520062760658
1,4,0.9309650638387214
2,0,0.9395359353817678
2,1,0.9199075708237565
2,2,0.9370756323975051
2,3,0.9295947310494685
2,4,0.935374326446095
3,0,0.934159367035128
3,1,0.9364691193121358
3,2,0.9370392014168675
3,3,0.9306951765142666
3,4,0.92976984568762
4,0,0.9301280970818708
4,1,0.942161667771832
4,2,0.9397403656276985
4,3,0.9446114540477911
4,4,0.9395472294967673
5,0,0.9422639749728972
5,1,0.940276812064612
5,2,0.9245878251198603
5,3,0.9271980550299361
5,4,0.9433447166950039
6,0,0.9347722132067071
6,1,0.9296072538587241
6,2,0.9351315451596662
6,3,0.9451432088416165
6,4,0.9378536764034717
7,0,0.9263550094960812
7,1,0.9359939853926083
7,2,0.9132640943560405
7,3,0.9273322064505879
7,4,0.9272324501722594
8,0,0.9375685819874915
8,1,0.943435389746397
8,2,0.930136791759136
8,3,0.9385328652958331
8,4,0.9318253673108605
9,0,0.9045104026796534
9,1,0.9080377682118758
9,2,0.9322966826694681
9,3,0.9082767929513034
9,4,0.9130070449454544
10,0,0.9350562974659292
10,1,0.9318952477870738
10,2,0.9332392605629425
10,3,0.9381257862708354
10,4,0.9299368921214652
