seed,sample,ranking_score
1,0,0.8528506227691321
1,1,0.8627723542536826
1,2,0.8483224483197042
1,3,0.8659532872026722
1,4,0.8245470100547839
2,0,0.6885840834829446
2,1,0.8248739950861945
2,2,0.8368021585303766
2,3,0.7899904961013358
2,4,0.8430804996708163
3,0,0.7925088542078551
3,1,0.8426203211906078
3,2,0.8268619901030859
3,3,0.8543284401528176
3,4,0.82968169125002
4,0,0.8590512596799185
4,1,0.8469908218437097
4,2,0.8636645316129753
4,3,0.7852095363074623
4,4,0.8579459434911548
5,0,0.877973055015024
5,1,0.8344353990015072
5,2,0.835937245039206
5,3,0.8282606035385981
5,4,0.8435624239373114
6,0,0.8760344356609544
6,1,0.8149088675096832
6,2,0.8311734284550204
6,3,0.8323390101206156
6,4,0.7843973947760465
7,0,0.750373520641474
7,1,0.832737498935788
7,2,0.8152936816908246
7,3,0.8113541426989852
7,4,0.8120530177447632
8,0,0.8493323631502925
8,1,0.8416074571170402
8,2,0.8309548363848219
8,3,0.8092915909679267
8,4,0.8301667185412556
9,0,0.7932574241120933
9,1,0.7545565175711009
9,2,0.8358555847171915
9,3,0.7836362022120128
9,4,0.7671406077107785
10,0,0.817528080888909
10,1,0.8230305787522079
10,2,0.7700521203272057
10,3,0.8592028868379961
10,4,0.8343483589686251
