seed,sample,ranking_score
1,0,0.5917407644183897
1,1,0.600506920068543
1,2,0.5678141670717224
1,3,0.6314229476396697
1,4,0.6059927172738704
2,0,0.6310464271169794
2,1,0.6459267322798504
2,2,0.6382798348903744
2,3,0.6550788655359266
2,4,0.6559897346091877
3,0,0.7020820093499736
3,1,0.700396792634793
3,2,0.695036718406497
3,3,0.7026612889787962
3,4,0.7230789860950727
4,0,0.6453141169421662
4,1,0.6150367280573964
4,2,0.6323588134710683
4,3,0.6353410173295931
4,4,0.6014342127349811
5,0,0.7097324173767001
5,1,0.7324817441593474
5,2,0.6902176979842681
5,3,0.69959950707838
5,4,0.6856133654807345
6,0,0.6430531199085248
6,1,0.6297049916988915
6,2,0.6417206953835091
6,3,0.5757101730592434
6,4,0.5767637477125902
7,0,0.6742744125770992
7,1,0.652553029856992
7,2,0.6767612063437355
7,3,0.6792882660710586
7,4,0.6341568182240137
8,0,0.6556289872559758
8,1,0.6241062954838591
8,2,0.6813747903483258
8,3,0.6709677726356229
8,4,0.665741711602694
9,0,0.7187514707070365
9,1,0.6945861108824477
9,2,0.7167878584935451
9,3,0.7040378685918063
9,4,0.7346959371867137
10,0,0.736633185806268
10,1,0.7677597538638697
10,2,0.7438904025827914
10,3,0.7403280527973557
10,4,0.7519266998594346
