file,confidence,rmsd
inha_seed-4_sample-3_model.cif,0.8031630935817415,1.6617794961702597
inha_seed-2_sample-0_model.cif,0.785768967633641,1.7397858301953457
inha_seed-1_sample-0_model.cif,0.7799751915260261,1.5621025201796603
inha_seed-10_sample-1_model.cif,0.7753470195811483,1.72033766286532
inha_seed-10_sample-2_model.cif,0.7747137372529143,1.1468172606521452
inha_seed-2_sample-4_model.cif,0.7737186907536173,1.5663712281083646
inha_seed-6_sample-3_model.cif,0.7685661733937256,1.4963934700932144
inha_seed-9_sample-2_model.cif,0.7663398837653115,1.973176412357348
inha_seed-7_sample-0_model.cif,0.7632257500208826,1.686536348726889
inha_seed-7_sample-3_model.cif,0.7567181926719876,0.7577690305228693
inha_seed-3_sample-3_model.cif,0.7517235749138379,1.270988153803854
inha_seed-4_sample-2_model.cif,0.7484277916618802,1.1077679916573842
inha_seed-2_sample-3_model.cif,0.7477738971286613,1.3083012940292749
inha_seed-8_sample-3_model.cif,0.7467436510518242,1.7257377022938438
inha_seed-10_sample-4_model.cif,0.7406893454114472,1.6683315353261503
inha_seed-9_sample-3_model.cif,0.7390514167786226,1.5717520035532127
inha_seed-9_sample-0_model.cif,0.7339203584387524,1.1530783357783936
inha_seed-8_sample-2_model.cif,0.7330367866274083,1.0100433998637268
inha_seed-2_sample-1_model.cif,0.726587129962595,1.572007533998897
inha_seed-3_sample-2_model.cif,0.725653866135658,1.277859173964924
inha_seed-9_sample-4_model.cif,0.7239709454612885,2.1533931747835835
inha_seed-3_sample-1_model.cif,0.7219911487205722,1.4374420131963277
inha_seed-6_sample-2_model.cif,0.7127722838101855,1.4325843847143112
inha_seed-7_sample-1_model.cif,0.7087313261285997,0.6986307996200739
inha_seed-8_sample-4_model.cif,0.707945442736617,1.8935205340648327
inha_seed-1_sample-2_model.cif,0.7053992710534249,1.7566331992211883
inha_seed-6_sample-4_model.cif,0.7027162641448528,1.7979423073211083
inha_seed-7_sample-4_model.cif,0.7025725513434369,2.0409795341990997
inha_seed-1_sample-3_model.cif,0.6999735653673749,1.6213090047525915
inha_seed-4_sample-4_model.cif,0.6982672508770054,1.3663148240587613
inha_seed-8_sample-0_model.cif,0.697318909151816,1.8289876283556699
inha_seed-10_sample-3_model.cif,0.6943339884411139,1.320480568862535
inha_seed-1_sample-4_model.cif,0.692635843009784,0.9065098648952816
inha_seed-9_sample-1_model.cif,0.6887411782345443,1.277270396305615
inha_seed-3_sample-0_model.cif,0.6873016551190251,2.1118844229557467
inha_seed-4_sample-1_model.cif,0.6861009842566692,1.3928776083222003
inha_seed-2_sample-2_model.cif,0.6855507565567047,1.4194230771982386
inha_seed-4_sample-0_model.cif,0.6828879272403265,1.7146097311133202
inha_seed-6_sample-1_model.cif,0.6821608076113108,1.6094336900723352
inha_seed-8_sample-1_model.cif,0.6813627616785023,1.5288348003350758
inha_seed-6_sample-0_model.cif,0.6781492121334366,0.43485288382908505
inha_seed-10_sample-0_model.cif,0.6715948823503011,1.8205513440960386
inha_seed-3_sample-4_model.cif,0.6708033358606145,1.159899530859435
inha_seed-7_sample-2_model.cif,0.6647494848500266,1.2426943283471372
inha_seed-1_sample-1_model.cif,0.6531872633770837,1.298843718627826
inha_seed-5_sample-4_model.cif,0.6449360321740111,1.2953542120092054
inha_seed-5_sample-3_model.cif,0.6413392573844471,1.553220590556365
inha_seed-5_sample-1_model.cif,0.6253600541906872,1.2415135142223508
inha_seed-5_sample-2_model.cif,0.6053053466680463,1.4069518945945614
inha_seed-5_sample-0_model.cif,0.5543339675616652,1.6859439358890094
