seed,sample,ranking_score
1,0,0.9430397867455353
1,1,0.9421477387395839
1,2,0.9438435763894102
1,3,0.9361525034659837
1,4,0.9345220691829008
2,0,0.9468830036737332
2,1,0.9431987092316005
2,2,0.9459178919825035
2,3,0.946214688554365
2,4,0.9439106651625354
3,0,0.9483618377298269
3,1,0.9450893154368298
3,2,0.9441382853249916
3,3,0.9437589754927669
3,4,0.9402550052169028
4,0,0.9460064046263981
4,1,0.9439773867033037
4,2,0.942457728393854
4,3,0.9461316191122205
4,4,0.9450902857037649
5,0,0.9402706688476837
5,1,0.9457270205954057
5,2,0.9445331104148206
5,3,0.9441924180948167
5,4,0.9442262984742014
6,0,0.9459651565311582
6,1,0.9477524254343668
6,2,0.9421572386266304
6,3,0.9435538369165296
6,4,0.9455657138877158
7,0,0.9359553316293252
7,1,0.940444063647269
7,2,0.9429910531765661
7,3,0.9437947034654801
7,4,0.9494714001514819
8,0,0.9454443764946399
8,1,0.948240356395063
8,2,0.9435005443290699
8,3,0.9466590708058545
8,4,0.9460702422718651
9,0,0.950248723587948
9,1,0.9470652823248784
9,2,0.9392032013278186
9,3,0.944682840174709
9,4,0.9462141491994314
10,0,0.9469355874790341
10,1,0.9460733770168077
10,2,0.9376312667363451
10,3,0.9467137207638016
10,4,0.9447719951734525
