seed,sample,ranking_score
1,0,0.9176829697605056
1,1,0.9223985019429369
1,2,0.9047667645790078
1,3,0.9302331121621815
1,4,0.8995665257380238
2,0,0.9072468288011702
2,1,0.9247179264601575
2,2,0.9224193956809632
2,3,0.9119681939090659
2,4,0.9008228091107396
3,0,0.9177576225551911
3,1,0.9164547893122342
3,2,0.9243591583823821
3,3,0.9095913290031544
3,4,0.9126822758773674
4,0,0.904015197241861
4,1,0.9235464264255018
4,2,0.9206310114043793
4,3,0.9175700021693621
4,4,0.9040968494277097
5,0,0.8957289533593179
5,1,0.9031565002705453
5,2,0.9208392945489364
5,3,0.9002596829126824
5,4,0.9031040671493251
6,0,0.9189282497975697
6,1,0.9090115829638012
6,2,0.9014217496894302
6,3,0.901509470407591
6,4,0.9002960128503208
7,0,0.9000410763156342
7,1,0.9192995677699365
7,2,0.9039394352294691
7,3,0.9054527283623252
7,4,0.8986001103306165
8,0,0.9246780377966642
8,1,0.9050240455809879
8,2,0.902716137749153
8,3,0.9051974376385041
8,4,0.908320814723297
9,0,0.9217665850146228
9,1,0.8983832411463447
9,2,0.9103140020904841
9,3,0.9121416869254118
9,4,0.9200070799560952
10,0,0.9024188000160888
10,1,0.9224537677044242
10,2,0.9196055969000756
10,3,0.9142729026479287
10,4,0.9207348742057467
