seed,sample,ranking_score
1,0,0.7749160824159618
1,1,0.7642010851722089
1,2,0.7699178537045541
1,3,0.7371284129285619
1,4,0.7569797917251322
2,0,0.7561551249481885
2,1,0.8101001901775922
2,2,0.7278456488519988
2,3,0.7576732034929
2,4,0.781455131404165
3,0,0.737760035760137
3,1,0.7827593225734375
3,2,0.8012397394247055
3,3,0.7618210679794539
3,4,0.7626533076112141
4,0,0.7423015575725265
4,1,0.7903177406225823
4,2,0.7940916581883107
4,3,0.7816404214276338
4,4,0.7422982591660477
5,0,0.8011261088738557
5,1,0.7555106561145345
5,2,0.7526666413203477
5,3,0.7896777488075233
5,4,0.7867769047167834
6,0,0.7640313127960332
6,1,0.7781349330544999
6,2,0.776903797015398
6,3,0.7887696670377151
6,4,0.7908032234238175
7,0,0.7095931687693103
7,1,0.7124296816047533
7,2,0.7209699362998527
7,3,0.7877017254216403
7,4,0.7999660411592867
8,0,0.7671259516363164
8,1,0.8229272489790742
8,2,0.7068947711116323
8,3,0.8156104847401404
8,4,0.7265495894491097
9,0,0.7763425102392754
9,1,0.7600035630899472
9,2,0.7192623859588735
9,3,0.7951915972195936
9,4,0.7809731001143145
10,0,0.7580893337877704
10,1,0.8009695151639864
10,2,0.7544817569024951
10,3,0.8093968453842735
10,4,0.7227261482856971
