seed,sample,ranking_score
1,0,0.949857002265865
1,1,0.9578014734658247
1,2,0.9440796096878004
1,3,0.9523657663340427
1,4,0.9548800637019853
2,0,0.9532142874871913
2,1,0.9437386830610812
2,2,0.9542391810046289
2,3,0.9567459234393967
2,4,0.9538660897155609
3,0,0.9550517184842443
3,1,0.9531172533376383
3,2,0.9542278966026864
3,3,0.9534399485606686
3,4,0.9572791816339455
4,0,0.9570653318873067
4,1,0.9522767356770999
4,2,0.953043473970704
4,3,0.9365576509150794
4,4,0.9512797785742659
5,0,0.953189928494267
5,1,0.9473153073493528
5,2,0.9356152829550152
5,3,0.9510019561308739
5,4,0.9313394387530232
6,0,0.9551391740892029
6,1,0.954307022775772
6,2,0.9510460052465618
6,3,0.9537543236840704
6,4,0.9410016535749631
7,0,0.9510256166257023
7,1,0.9536856431573164
7,2,0.9332786649604163
7,3,0.9554586625502915
7,4,0.949277625382833
8,0,0.9512457736153459
8,1,0.9532234492747744
8,2,0.9547197324961633
8,3,0.9422077682743533
8,4,0.9501795778182802
9,0,0.9527642388942607
9,1,0.952116965528621
9,2,0.9586009897142153
9,3,0.9557474336228144
9,4,0.953479099712002
10,0,0.9540302614327296
10,1,0.9590545391217182
10,2,0.9520949629268168
10,3,0.9535321514939261
10,4,0.9539252142320689
