seed,sample,ranking_score
1,0,0.9609772450278525
1,1,0.9631265219807852
1,2,0.9662774881253782
1,3,0.9642966098502742
1,4,0.9605012116120748
2,0,0.9626532294211297
2,1,0.9635305891209304
2,2,0.9661683313786462
2,3,0.9639627742980049
2,4,0.9651320299273511
3,0,0.9618577952245532
3,1,0.9638301704487077
3,2,0.9620857059835483
3,3,0.964152222423462
3,4,0.9618122642829237
4,0,0.9666875677316511
4,1,0.9622079619734882
4,2,0.9659655074204505
4,3,0.9630560013029406
4,4,0.9649325870461655
5,0,0.964428359137024
5,1,0.963587778020079
5,2,0.9647080122552479
5,3,0.9641322964558261
5,4,0.9639916528487922
6,0,0.9643368295793655
6,1,0.9643375554084976
6,2,0.964291089382102
6,3,0.9616108655840183
6,4,0.9670684370366931
7,0,0.9624712050471239
7,1,0.9641728752350366
7,2,0.9626649979640411
7,3,0.9628069035498471
7,4,0.9636468801509708
8,0,0.9623604038084076
8,1,0.9637990418354321
8,2,0.9648291620241964
8,3,0.9629064027729943
8,4,0.9625078674426507
9,0,0.9632678014050948
9,1,0.9614278830975326
9,2,0.9630144150762414
9,3,0.9643297424524524
9,4,0.9605077738913066
10,0,0.9606934794184079
10,1,0.9659609585968711
10,2,0.9634052626230794
10,3,0.9655713409298557
10,4,0.962897076449407
