seed,sample,ranking_score
1,0,0.927117605733615
1,1,0.930600232195419
1,2,0.9469040532052247
1,3,0.9440365468067108
1,4,0.9390793116518701
2,0,0.9169339245983527
2,1,0.9092780500508857
2,2,0.9429576191733102
2,3,0.9069829411143758
2,4,0.9317885033274025
3,0,0.9150219999045781
3,1,0.931031823451673
3,2,0.9108403185041402
3,3,0.9386144717537
3,4,0.9322562790677724
4,0,0.9371075634137922
4,1,0.9114331829817254
4,2,0.9335101187028932
4,3,0.9543750176221232
4,4,0.9385155371029772
5,0,0.8843397207844239
5,1,0.9343229995068885
5,2,0.9203482109834841
5,3,0.9261755311647666
5,4,0.9303671311448692
6,0,0.9233599240960084
6,1,0.9280082411811466
6,2,0.9067583412634658
6,3,0.9150681704527553
6,4,0.9296844331165176
7,0,0.9392382460366981
7,1,0.9402320310139148
7,2,0.9220041635332263
7,3,0.933488718711908
7,4,0.9340180238807125
8,0,0.940676775275209
8,1,0.9337013505113368
8,2,0.9100950514977628
8,3,0.9435703603428707
8,4,0.9356440979193562
9,0,0.9020849017573168
9,1,0.9006770844101195
9,2,0.9229402157769578
9,3,0.9355486757009204
9,4,0.9482878902794801
10,0,0.9243391293891214
10,1,0.9124347794936538
10,2,0.9307815842478422
10,3,0.9374659428844563
10,4,0.9315654564556554
