seed,sample,ranking_score
1,0,0.8558663362950766
1,1,0.8652798792013161
1,2,0.8492073545659347
1,3,0.8466924774936531
1,4,0.8494986919255946
2,0,0.8535006260187306
2,1,0.8626195051514886
2,2,0.8492491805275078
2,3,0.8554848617114819
2,4,0.8507264120081062
3,0,0.8451025491493273
3,1,0.8504668007648375
3,2,0.8603948795423226
3,3,0.844372781813454
3,4,0.8479278508470448
4,0,0.8529024877374559
4,1,0.8469196790407442
4,2,0.8430856414392638
4,3,0.8454203675617069
4,4,0.8428795289207447
5,0,0.8427932445076168
5,1,0.8327946102757139
5,2,0.8276541856432162
5,3,0.8284418456754958
5,4,0.8238501260080174
6,0,0.84190436847764
6,1,0.8534325395834981
6,2,0.8517137120689084
6,3,0.8604798546274036
6,4,0.8555931347442013
7,0,0.8508779414031515
7,1,0.7346391929639418
7,2,0.8487010018478517
7,3,0.851904353133144
7,4,0.8565335482474667
8,0,0.843350139297821
8,1,0.8359699606614719
8,2,0.8476916357403438
8,3,0.8532244643579752
8,4,0.8367621424791903
9,0,0.8431363659317441
9,1,0.7355421650474455
9,2,0.8595967451757538
9,3,0.8507415957906739
9,4,0.8607113635661449
10,0,0.8499601551183358
10,1,0.8379544697213716
10,2,0.832970918909191
10,3,0.8371820674944223
10,4,0.8372007111189923
