seed,sample,ranking_score
1,0,0.9305981138710526
1,1,0.9139807073480979
1,2,0.8882846154027028
1,3,0.9082107175746678
1,4,0.928080542929441
2,0,0.9002566167966574
2,1,0.9289602271235694
2,2,0.9121601514917483
2,3,0.9347728673752055
2,4,0.9000465258920443
3,0,0.9767954010751967
3,1,0.9101715879287786
3,2,0.9278659009020482
3,3,0.8818409854361093
3,4,0.9515885403210348
4,0,0.9020562461903086
4,1,0.9711834060722058
4,2,0.9359196868298416
4,3,0.9631843211065734
4,4,0.8986677163434746
5,0,0.8803298372084509
5,1,0.8728905144408086
5,2,0.9216087987098287
5,3,0.8791105542791471
5,4,0.91425509754543
6,0,0.934186951460888
6,1,0.8733950294009157
6,2,0.9133170288669503
6,3,0.9649925990670837
6,4,0.9348606205058106
7,0,0.9011435505111587
7,1,0.9150678985740808
7,2,0.9040819876844042
7,3,0.8882050086182157
7,4,0.8562054847581898
8,0,0.9019141846879791
8,1,0.9311724215520131
8,2,0.9496566063085704
8,3,0.9645884445934368
8,4,0.9704084576751307
9,0,0.9434151592474564
9,1,0.9522436825632715
9,2,0.9581525505044024
9,3,0.9314118631014723
9,4,0.8928876568866074
10,0,0.8776587945877973
10,1,0.9170836422858097
10,2,0.8484340786756288
10,3,0.922001868302768
10,4,0.8591441003049698
