seed,sample,ranking_score
1,0,0.9717138068402424
1,1,0.972632863171496
1,2,0.9725030801338019
1,3,0.9725851272102137
1,4,0.9722073890365635
2,0,0.9725077555312662
2,1,0.9727937949311845
2,2,0.9726825267831946
2,3,0.9729056583580653
2,4,0.9726670450728312
3,0,0.9703411396530606
3,1,0.9704040743808752
3,2,0.9710168557736865
3,3,0.9702166517693758
3,4,0.9701915858954631
4,0,0.9621242136843462
4,1,0.9628089729898373
4,2,0.963828537261869
4,3,0.9635560471826998
4,4,0.9622518391109813
5,0,0.9711156869346746
5,1,0.9698570675630405
5,2,0.9696408190372049
5,3,0.9709781638285556
5,4,0.9700363460207053
6,0,0.9688918468486306
6,1,0.9696301419697073
6,2,0.9694421912837261
6,3,0.9704630034837556
6,4,0.9694488342792497
7,0,0.9711417193801934
7,1,0.9708547538964578
7,2,0.9714355472089916
7,3,0.9714382981620695
7,4,0.9706875779587463
8,0,0.9710242858935825
8,1,0.970879148174915
8,2,0.9709382153515023
8,3,0.9710813756378776
8,4,0.9702963030662314
9,0,0.9722697972659724
9,1,0.971881683760544
9,2,0.9710301707156708
9,3,0.9715086321560167
9,4,0.9710596061980927
10,0,0.9720704806394588
10,1,0.972979174715715
10,2,0.9727626632982014
10,3,0.9719671899817787
10,4,0.9717128961517825
