seed,sample,ranking_score
1,0,0.7619632054626811
1,1,0.6086211017179147
1,2,0.6110293850373223
1,3,0.6213463178750243
1,4,0.7748469669552707
2,0,0.6566220304257152
2,1,0.6265167063438611
2,2,0.7452481571505709
2,3,0.7807213715467614
2,4,0.6286474191236875
3,0,0.5985568473028267
3,1,0.6018387671981303
3,2,0.6316867051091939
3,3,0.6583672659527333
3,4,0.6034668156892009
4,0,0.7871424322291545
4,1,0.5885842781713756
4,2,0.6265398452065347
4,3,0.6750501115121479
4,4,0.727002929155318
5,0,0.644176409672306
5,1,0.606102506044574
5,2,0.6163722745428828
5,3,0.63786562247851
5,4,0.6301657217794964
6,0,0.590031328250082
6,1,0.6923734954930065
6,2,0.6948554197465758
6,3,0.6325866237925436
6,4,0.6157420317633514
7,0,0.6436876419590658
7,1,0.6584925205353269
7,2,0.6409205145152405
7,3,0.6163247081357427
7,4,0.6170265544726106
8,0,0.6381894998353056
8,1,0.6407124535640737
8,2,0.639537397276151
8,3,0.6265725488110243
8,4,0.621926732014948
9,0,0.6386213778098537
9,1,0.6399129104549477
9,2,0.6000062534019056
9,3,0.73161350460321
9,4,0.619201077795724
10,0,0.6394798532589643
10,1,0.605291124317512
10,2,0.6502581009265157
10,3,0.6228186274989217
10,4,0.5985656805819052
