file,confidence,rmsd
fabp4_seed-6_sample-2_model.cif,0.8174277677054678,0.3463803310016025
fabp4_seed-10_sample-1_model.cif,0.8130532848734785,3.7338583774488368
fabp4_seed-6_sample-4_model.cif,0.8128314537475212,0.29236900219356193
fabp4_seed-2_sample-4_model.cif,0.8114428574096278,3.6400676291455887
fabp4_seed-3_sample-3_model.cif,0.8112637067466898,0.28868271314680316
fabp4_seed-10_sample-0_model.cif,0.8111145146553029,3.6836528321104396
fabp4_seed-7_sample-4_model.cif,0.809983384105839,0.35481180324010386
fabp4_seed-6_sample-1_model.cif,0.8092893815132548,0.3306116339301075
fabp4_seed-3_sample-4_model.cif,0.8083926360415098,3.5235732149504506
fabp4_seed-3_sample-0_model.cif,0.808109025966315,0.38020418856029065
fabp4_seed-10_sample-3_model.cif,0.8080035362779434,3.6905407415480207
fabp4_seed-8_sample-0_model.cif,0.8073728981579217,3.6380366456146036
fabp4_seed-8_sample-4_model.cif,0.8068722218703239,3.771947612000948
fabp4_seed-7_sample-2_model.cif,0.8066581714386936,0.32174832174012713
fabp4_seed-8_sample-2_model.cif,0.8064064404022228,3.5119672704190465
fabp4_seed-3_sample-1_model.cif,0.8062484338982094,3.425372157481616
fabp4_seed-10_sample-4_model.cif,0.8055632641268633,3.67825702016899
fabp4_seed-2_sample-0_model.cif,0.8054554418150637,3.635844991276397
fabp4_seed-6_sample-3_model.cif,0.8049885140739255,3.6490451284501697
fabp4_seed-2_sample-3_model.cif,0.8048750038608394,3.593650425821533
fabp4_seed-7_sample-1_model.cif,0.8041897617709599,0.3358774514113513
fabp4_seed-2_sample-2_model.cif,0.8026265888535561,3.530384679620363
fabp4_seed-1_sample-4_model.cif,0.8022109054345252,3.714086721936054
fabp4_seed-3_sample-2_model.cif,0.8019107105951584,3.7262537121600703
fabp4_seed-10_sample-2_model.cif,0.8018955882342956,3.7291917744779983
fabp4_seed-5_sample-1_model.cif,0.8008075666906298,3.559813133831346
fabp4_seed-5_sample-3_model.cif,0.7984287876799581,3.66041547367324
fabp4_seed-6_sample-0_model.cif,0.7983749204206361,3.682064175275771
fabp4_seed-5_sample-2_model.cif,0.7983402254490939,3.3898877494493593
fabp4_seed-1_sample-3_model.cif,0.7977337392737756,3.4220387016840568
fabp4_seed-2_sample-1_model.cif,0.7977312368304289,3.720803895476881
fabp4_seed-4_sample-0_model.cif,0.797121203722724,3.443680600304891
fabp4_seed-4_sample-2_model.cif,0.7965759848008142,3.724488928575766
fabp4_seed-5_sample-0_model.cif,0.796509695100494,3.738305136971533
fabp4_seed-9_sample-3_model.cif,0.7959882613746114,3.683599672415705
fabp4_seed-4_sample-1_model.cif,0.795867228674557,3.5821721808851255
fabp4_seed-4_sample-3_model.cif,0.7950467366740024,3.6231972048236663
fabp4_seed-9_sample-4_model.cif,0.794482625379872,0.335081442827736
fabp4_seed-9_sample-0_model.cif,0.7935882395143579,3.6471988953585175
fabp4_seed-1_sample-0_model.cif,0.7934256768518819,3.6555839454534818
fabp4_seed-9_sample-1_model.cif,0.7921320860267702,3.5414564871015903
fabp4_seed-9_sample-2_model.cif,0.7918460507207379,3.664826351735386
fabp4_seed-7_sample-0_model.cif,0.7914285792019391,3.65890507772666
fabp4_seed-8_sample-3_model.cif,0.7875517406965329,0.43817535490709486
fabp4_seed-5_sample-4_model.cif,0.7774435240241137,0.33657602167217565
fabp4_seed-7_sample-3_model.cif,0.7689586804053361,3.795971294650764
fabp4_seed-1_sample-2_model.cif,0.7660874862633009,3.3739061251379927
fabp4_seed-4_sample-4_model.cif,0.7619598407321725,2.120805025392416
fabp4_seed-8_sample-1_model.cif,0.7601623535807317,3.4578591585416167
fabp4_seed-1_sample-1_model.cif,0.7557277805581014,3.6849077219830533
