seed,sample,ranking_score
1,0,0.9030296080877287
1,1,0.9206448315339926
1,2,0.9562167226623415
1,3,0.9017022505431842
1,4,0.909046719321127
2,0,0.9040812168139304
2,1,0.926229068950252
2,2,0.9333264074891402
2,3,0.9281604564886782
2,4,0.9040949462578086
3,0,0.9003834974945338
3,1,0.9026254432353511
3,2,0.9029396632760016
3,3,0.9381669851609845
3,4,0.9032472605866889
4,0,0.9009674391987876
4,1,0.9050181855891573
4,2,0.903458424218304
4,3,0.9038967998640971
4,4,0.9036182427486261
5,0,0.9064285580058533
5,1,0.9044287187403901
5,2,0.90969839458316
5,3,0.9006158217757714
5,4,0.9330485373945374
6,0,0.9058283978745477
6,1,0.9044049968455552
6,2,0.9007663600125546
6,3,0.9050910084144761
6,4,0.9033887792304964
7,0,0.9453572637759086
7,1,0.9061141759393855
7,2,0.9019535243262177
7,3,0.9016796408874596
7,4,0.9018215377638857
8,0,0.9048000539844363
8,1,0.9014997006357899
8,2,0.9054747709752138
8,3,0.904219433438428
8,4,0.9118456929615367
9,0,0.9021425911308041
9,1,0.9016703098139286
9,2,0.9037289662560867
9,3,0.9541217698906714
9,4,0.9031416266751583
10,0,0.902439257095546
10,1,0.9021313853453501
10,2,0.9042504340891965
10,3,0.9465899121993653
10,4,0.9012852520861085
