seed,sample,ranking_score
1,0,0.9212472774245632
1,1,0.9452018058971993
1,2,0.919891026686059
1,3,0.919829122403774
1,4,0.9543155821008853
2,0,0.9600575307351634
2,1,0.9534664647023825
2,2,0.9659024317216626
2,3,0.9445004885141188
2,4,0.9560158424540393
3,0,0.926779243827058
3,1,0.9181954881708261
3,2,0.936718256158016
3,3,0.9541277506667961
3,4,0.9248979930255161
4,0,0.954875769393001
4,1,0.9469668752173441
4,2,0.9410552800541782
4,3,0.940939110749655
4,4,0.922983679519083
5,0,0.9367094285206714
5,1,0.9414721388316036
5,2,0.9394381338811117
5,3,0.9508790560191921
5,4,0.915744502828155
6,0,0.9400443304715248
6,1,0.9166952202327029
6,2,0.9153661730470215
6,3,0.9457336820804243
6,4,0.9250537019272147
7,0,0.9226509999243258
7,1,0.9181820402065652
7,2,0.9562749654131728
7,3,0.9219681479721207
7,4,0.9560028882358993
8,0,0.9587900550745414
8,1,0.9238373315489226
8,2,0.9248628014005174
8,3,0.940120556454439
8,4,0.9611285564899718
9,0,0.9504905740306681
9,1,0.941503224445429
9,2,0.9591305680598402
9,3,0.9591471088177264
9,4,0.9160966391800631
10,0,0.9343281454609784
10,1,0.924270992329709
10,2,0.9535011356338307
10,3,0.9310941603814077
10,4,0.9658654665917707
