seed,sample,ranking_score
1,0,0.9939271770253655
1,1,0.9921708537398941
1,2,0.9935155518154967
1,3,0.9932209091835382
1,4,0.9929516781231968
2,0,0.9772288454759349
2,1,0.9896875151553787
2,2,0.9869158361790547
2,3,0.9914301913807941
2,4,0.9763156824075597
3,0,0.985889662803008
3,1,0.9860130134316534
3,2,0.9926313805591004
3,3,0.9942921545553333
3,4,0.9922912769069402
4,0,0.9927579936332928
4,1,0.9933725735321708
4,2,0.9936507851303973
4,3,0.9919535417491829
4,4,0.9858204758871925
5,0,0.9856134265985288
5,1,0.9830474028090394
5,2,0.9871469146644687
5,3,0.9945926602655927
5,4,0.9874170673565233
6,0,0.9931104810309606
6,1,0.9926147041235719
6,2,0.9926595482909695
6,3,0.9916308203273856
6,4,0.9861313548747228
7,0,0.9902314216016538
7,1,0.9877005040192453
7,2,0.9903274762139989
7,3,0.9912133203963104
7,4,0.9908397535328965
8,0,0.9852180559052652
8,1,0.9923303595457186
8,2,0.9873201453345077
8,3,0.9910889763768012
8,4,0.9877452991584504
9,0,0.9930019204705989
9,1,0.9904443703492369
9,2,0.9920667782739807
9,3,0.9914938034022702
9,4,0.9919842821201026
10,0,0.9911995797925797
10,1,0.9918450202147643
10,2,0.99284390202606
10,3,0.9910483285595569
10,4,0.9930258225811966
