seed,sample,ranking_score
1,0,0.9858168963347069
1,1,0.9623606885866255
1,2,0.962495159598303
1,3,0.9498354086254498
1,4,0.9485820330221888
2,0,0.9832549137558844
2,1,0.9707894915185938
2,2,0.9775937771805615
2,3,0.9635961566607175
2,4,0.968683792874635
3,0,0.9748583957961998
3,1,0.9480213176738379
3,2,0.9605606367749089
3,3,0.9502593865708054
3,4,0.9715396168982223
4,0,0.9497899101194575
4,1,0.9616999046458609
4,2,0.9620716166668728
4,3,0.9802337446216989
4,4,0.9616784624661314
5,0,0.9497039887318535
5,1,0.9650057969188929
5,2,0.9480296367150032
5,3,0.9617460802010136
5,4,0.9680730361042423
6,0,0.9593992878593268
6,1,0.9486181264368699
6,2,0.9730126688214132
6,3,0.9855990519325937
6,4,0.9675353041655415
7,0,0.9540911634149541
7,1,0.9624935335086662
7,2,0.9558660660293623
7,3,0.9533553977112805
7,4,0.9452117416199801
8,0,0.9740366781516088
8,1,0.9651252172082451
8,2,0.9596401341975497
8,3,0.9698221323338236
8,4,0.968174157460918
9,0,0.9555916426643165
9,1,0.9605634259839749
9,2,0.9613288673148951
9,3,0.9560482273025478
9,4,0.9529540985066219
10,0,0.9560898825915353
10,1,0.9652377580856122
10,2,0.9647107271720682
10,3,0.9496777633092847
10,4,0.9574622121679368
