seed,sample,ranking_score
1,0,0.9453144422863344
1,1,0.9433497767351513
1,2,0.9458453791640442
1,3,0.9420303392391397
1,4,0.9451847407885786
2,0,0.9406573120587871
2,1,0.9404428865491723
2,2,0.9424934673703755
2,3,0.9424443674378863
2,4,0.9416766278662677
3,0,0.9461999377352481
3,1,0.9417012473738394
3,2,0.9441869183809741
3,3,0.9446527175339707
3,4,0.9466330311964831
4,0,0.9399321725606036
4,1,0.9371809766783432
4,2,0.9363832156345588
4,3,0.939138030248335
4,4,0.9471979889733719
5,0,0.9433697621558365
5,1,0.9435345929696953
5,2,0.9448312770164397
5,3,0.9527322912340108
5,4,0.9435493683861278
6,0,0.9474000590475867
6,1,0.9492292900246657
6,2,0.9458469417163204
6,3,0.9492113869267275
6,4,0.9461609876607983
7,0,0.9443966529727638
7,1,0.9470903980880723
7,2,0.9444293446597863
7,3,0.9457271928023974
7,4,0.941359801578261
8,0,0.942009698717298
8,1,0.945348373403475
8,2,0.9440442030885514
8,3,0.9424053517311075
8,4,0.9421063767650955
9,0,0.9453114505244825
9,1,0.9441610154665074
9,2,0.9480347441016246
9,3,0.9472733333740015
9,4,0.9468766747951242
10,0,0.9413156521377998
10,1,0.9423065194449142
10,2,0.9452154141029487
10,3,0.9427212785682395
10,4,0.9429540309407145
