seed,sample,ranking_score
1,0,0.9440085755706425
1,1,0.9452575110879138
1,2,0.9425918023207558
1,3,0.9408094641034117
1,4,0.9419011465087979
2,0,0.9509483681216753
2,1,0.9456177133708314
2,2,0.9481043349815687
2,3,0.9488678558317449
2,4,0.9489919497219076
3,0,0.9424676242285183
3,1,0.9410795885844622
3,2,0.9462710074545905
3,3,0.9451119747988564
3,4,0.9452842827124448
4,0,0.9478815943357083
4,1,0.9470619841045173
4,2,0.9463226109205587
4,3,0.943590711371723
4,4,0.9442459312165017
5,0,0.946578599563319
5,1,0.9519628911603136
5,2,0.94662082857022
5,3,0.9404065729423914
5,4,0.9536640546527174
6,0,0.9451676784959753
6,1,0.9496314035486078
6,2,0.9472751508868263
6,3,0.9444257394381399
6,4,0.9434382808930061
7,0,0.9519866995888964
7,1,0.9481766843278415
7,2,0.9507267105393767
7,3,0.9509533023700811
7,4,0.950092462002856
8,0,0.9439925150589197
8,1,0.9442711728652093
8,2,0.9456617998437205
8,3,0.9439150988167371
8,4,0.9473339217944758
9,0,0.947678580234969
9,1,0.9455295455813024
9,2,0.9484854500742692
9,3,0.9462480459683198
9,4,0.9460368177243681
10,0,0.9515401341750482
10,1,0.9489246443670599
10,2,0.9517850323864522
10,3,0.9448635017081388
10,4,0.944606740100539
