seed,sample,ranking_score
1,0,0.9694304341006241
1,1,0.9065427214784864
1,2,0.9089722282724231
1,3,0.8969063564370862
1,4,0.8992652630504002
2,0,0.9026787106084109
2,1,0.9008668271101037
2,2,0.9054379037866236
2,3,0.9037110210096561
2,4,0.9014419312315636
3,0,0.881986992921155
3,1,0.9120042367745091
3,2,0.8897620821405878
3,3,0.8831189558978626
3,4,0.9372068900416695
4,0,0.8833433049914372
4,1,0.9328121301626061
4,2,0.889131012238977
4,3,0.8876006107085355
4,4,0.8853063044263895
5,0,0.8973129810856241
5,1,0.8960504165164836
5,2,0.8918583123398257
5,3,0.908072011022576
5,4,0.9228985917806722
6,0,0.9335316919953984
6,1,0.908660334677155
6,2,0.9003225014750571
6,3,0.9021055843294857
6,4,0.9051682895567136
7,0,0.9185403425369248
7,1,0.9492286692308308
7,2,0.9161842307864305
7,3,0.9249311143514083
7,4,0.9309486029896475
8,0,0.9107898836160799
8,1,0.9032619842044178
8,2,0.9035853180118756
8,3,0.8992632830558058
8,4,0.9058307257463329
9,0,0.9002681271229396
9,1,0.9013699452220031
9,2,0.9048340690170734
9,3,0.9301003512482531
9,4,0.9297580969577441
10,0,0.983213648579298
10,1,0.9025651426046928
10,2,0.8945260084766918
10,3,0.9033028324633399
10,4,0.9075821930584183
