seed,sample,ranking_score
1,0,0.948495162496945
1,1,0.9285016570012903
1,2,0.9232234010837501
1,3,0.9464488291718528
1,4,0.9185287676439232
2,0,0.9213998284532136
2,1,0.9271791218313077
2,2,0.9678105120874492
2,3,0.9209488092363798
2,4,0.946265139318453
3,0,0.9565465531348467
3,1,0.9240612051468373
3,2,0.9293898247021621
3,3,0.9316224721868911
3,4,0.9292352119460572
4,0,0.9286110031322788
4,1,0.922631389384444
4,2,0.925064902005043
4,3,0.9221339709165913
4,4,0.9259694853442216
5,0,0.9256693008431234
5,1,0.9187007742818297
5,2,0.9388344500273069
5,3,0.9301193706219592
5,4,0.9300563713534752
6,0,0.9682126197980687
6,1,0.9353445378312155
6,2,0.9229678110684899
6,3,0.9260998841053951
6,4,0.9269209746272771
7,0,0.923559268378697
7,1,0.9551015484168982
7,2,0.923297455923831
7,3,0.9182135012145498
7,4,0.9227486470288854
8,0,0.9285640218589664
8,1,0.9233094220107033
8,2,0.9331928296251746
8,3,0.9155449396779736
8,4,0.9264828997329815
9,0,0.9276783958636253
9,1,0.9335514570892474
9,2,0.9235748664529044
9,3,0.9234463605335262
9,4,0.9876634803696211
10,0,0.9242105727716525
10,1,0.9290935781702441
10,2,0.9332469285192396
10,3,0.9195490294991031
10,4,0.9172315690936258
