seed,sample,ranking_score
1,0,0.846702031101447
1,1,0.8348941633079837
1,2,0.8370559870919082
1,3,0.841669960905407
1,4,0.8181448859941056
2,0,0.843398152341603
2,1,0.8455643085224356
2,2,0.8412720645162463
2,3,0.8412637627849979
2,4,0.8427586201090382
3,0,0.8550978088250664
3,1,0.84651495803585
3,2,0.8464147833480813
3,3,0.8486537818638377
3,4,0.8468581991442041
4,0,0.838378992754495
4,1,0.8301695913563067
4,2,0.8482292464909393
4,3,0.8358490694547345
4,4,0.8498413635018834
5,0,0.8326757715530771
5,1,0.8544929647836843
5,2,0.8309032536414802
5,3,0.8501392044649617
5,4,0.8475578860813169
6,0,0.8504416270537286
6,1,0.8550449202120294
6,2,0.8494014350541231
6,3,0.8530153556704747
6,4,0.8472886976678955
7,0,0.857257061115745
7,1,0.8240890875543465
7,2,0.8252654191413601
7,3,0.8439598330033391
7,4,0.8374690918381671
8,0,0.8557530149705939
8,1,0.8398752625200366
8,2,0.8531048482314703
8,3,0.8449985147278087
8,4,0.8574100690553708
9,0,0.8452032362807688
9,1,0.851259698723196
9,2,0.8384989390086893
9,3,0.8406817114379597
9,4,0.842575568017027
10,0,0.8470965276898867
10,1,0.8449747033055652
10,2,0.8426865640710897
10,3,0.8143933858409349
10,4,0.8280418969323446
