seed,sample,ranking_score
1,0,0.9286052209454259
1,1,0.9287033458315577
1,2,0.9286976981628042
1,3,0.9272414283055258
1,4,0.9279200117275126
2,0,0.9305472625683909
2,1,0.9264166580922988
2,2,0.9121495393068747
2,3,0.9247707245187577
2,4,0.930960934937048
3,0,0.9251979744287262
3,1,0.928096481216002
3,2,0.9275459838875162
3,3,0.9278580603320852
3,4,0.9290448612567569
4,0,0.928320251728495
4,1,0.9280136201681699
4,2,0.9274461411869719
4,3,0.9302955139573003
4,4,0.9295940338506203
5,0,0.9255242567185064
5,1,0.9261643504089418
5,2,0.9313977210113203
5,3,0.9291767787925278
5,4,0.9273854874146353
6,0,0.9276369369197791
6,1,0.9259732732478035
6,2,0.9290990041542493
6,3,0.9330769093669604
6,4,0.930947660275054
7,0,0.9280212729864198
7,1,0.9288217254479729
7,2,0.9309564694770777
7,3,0.9271985728232401
7,4,0.9268776333930756
8,0,0.9269219793667072
8,1,0.9281962574402545
8,2,0.9153089240462869
8,3,0.9142335074361714
8,4,0.9301358438235232
9,0,0.9275728617659027
9,1,0.9288818819395557
9,2,0.9315986962205733
9,3,0.9294716497346661
9,4,0.9285435180778361
10,0,0.9132780187803389
10,1,0.9294319807959619
10,2,0.9293802267582915
10,3,0.9319254710525281
10,4,0.9270981652399908
