seed,sample,ranking_score
1,0,0.7799751915260261
1,1,0.6531872633770837
1,2,0.7053992710534249
1,3,0.6999735653673749
1,4,0.692635843009784
2,0,0.785768967633641
2,1,0.726587129962595
2,2,0.6855507565567047
2,3,0.7477738971286613
2,4,0.7737186907536173
3,0,0.6873016551190251
3,1,0.7219911487205722
3,2,0.725653866135658
3,3,0.7517235749138379
3,4,0.6708033358606145
4,0,0.6828879272403265
4,1,0.6861009842566692
4,2,0.7484277916618802
4,3,0.8031630935817415
4,4,0.6982672508770054
5,0,0.5543339675616652
5,1,0.6253600541906872
5,2,0.6053053466680463
5,3,0.6413392573844471
5,4,0.6449360321740111
6,0,0.6781492121334366
6,1,0.6821608076113108
6,2,0.7127722838101855
6,3,0.7685661733937256
6,4,0.7027162641448528
7,0,0.7632257500208826
7,1,0.7087313261285997
7,2,0.6647494848500266
7,3,0.7567181926719876
7,4,0.7025725513434369
8,0,0.697318909151816
8,1,0.6813627616785023
8,2,0.7330367866274083
8,3,0.7467436510518242
8,4,0.707945442736617
9,0,0.7339203584387524
9,1,0.6887411782345443
9,2,0.7663398837653115
9,3,0.7390514167786226
9,4,0.7239709454612885
10,0,0.6715948823503011
10,1,0.7753470195811483
10,2,0.7747137372529143
10,3,0.6943339884411139
10,4,0.7406893454114472
