seed,sample,ranking_score
1,0,0.9306247810655294
1,1,0.9309047316347074
1,2,0.9300403882119419
1,3,0.930385551245442
1,4,0.9254265118168257
2,0,0.932047570244814
2,1,0.9328075879672276
2,2,0.9379731320414401
2,3,0.9323737125489544
2,4,0.9350654724053798
3,0,0.932624572009944
3,1,0.9337796815562123
3,2,0.9345018833301497
3,3,0.9365987551504968
3,4,0.9376137858711455
4,0,0.9348618151738798
4,1,0.9340093726457309
4,2,0.9350034353318747
4,3,0.9337238268033554
4,4,0.9331041368364865
5,0,0.9347361082628545
5,1,0.9327554531094989
5,2,0.9347068365890637
5,3,0.9310370317201356
5,4,0.9410694764150805
6,0,0.9356063897235951
6,1,0.9337575044999332
6,2,0.93774693041131
6,3,0.9341445791863137
6,4,0.9354043602987497
7,0,0.931989694175474
7,1,0.931413196644163
7,2,0.9321114533894496
7,3,0.9354471675996602
7,4,0.9356534805212394
8,0,0.9337733224250498
8,1,0.9325558217920666
8,2,0.933651699523905
8,3,0.9343305824637869
8,4,0.934985313799678
9,0,0.9342143229494667
9,1,0.9364686504358948
9,2,0.9288469515346673
9,3,0.9325866847547697
9,4,0.9349620709929777
10,0,0.9301883691265322
10,1,0.9370654250730018
10,2,0.9317823844328328
10,3,0.9321625202487342
10,4,0.930773031231582
