seed,sample,ranking_score
1,0,0.8881398843828918
1,1,0.9365017645256539
1,2,0.9153057777423445
1,3,0.9466806288088012
1,4,0.8889949000206393
2,0,0.8559742311414819
2,1,0.9214751702782306
2,2,0.9264333811806831
2,3,0.9245149271310648
2,4,0.8889814670289637
3,0,0.8757559683198755
3,1,0.9128684993686426
3,2,0.942740757674431
3,3,0.9089786959392624
3,4,0.9185081627471566
4,0,0.8774618251956519
4,1,0.9186401514053077
4,2,0.9254741698513582
4,3,0.8799243137983728
4,4,0.89382881632488
5,0,0.8946796996519424
5,1,0.9343298570057341
5,2,0.9411590715452759
5,3,0.9205112317181726
5,4,0.8952866298870324
6,0,0.8929916635189403
6,1,0.8900085827240668
6,2,0.9216538927254888
6,3,0.9492005496615987
6,4,0.9014719033846363
7,0,0.8767541416460559
7,1,0.8849557493355512
7,2,0.8807196756088528
7,3,0.9179796614087488
7,4,0.9412684027076883
8,0,0.919577089441005
8,1,0.8872099671935635
8,2,0.8888179044801077
8,3,0.8837416112331424
8,4,0.9587413428146377
9,0,0.8751368846394854
9,1,0.8756385983669894
9,2,0.9315397157652117
9,3,0.9204112121724354
9,4,0.9184998359194169
10,0,0.9562882204198068
10,1,0.9450639473404685
10,2,0.8838809636169843
10,3,0.8869593755360727
10,4,0.8854650339580603
