system,rmsd
aa2ar,1.1126199658155873
abl1,0.10580749734121016
ace,0.26254195407417624
aces,0.12530282834853992
ada,0.3228958941359672
ada17,1.4611777548442777
adrb1,0.11715766802115135
adrb2,0.4917636494883575
aldr,0.10364126884360357
ampc,0.9496232949794612
andr,0.12112451300035343
aofb,1.1126817543329595
bace1,2.402674303120484
braf,0.40355185147430095
cah2,0.11525609906876018
casp3,1.2119844532482145
comt,0.07129577765009455
cp2c9,0.7026079620117547
csf1r,0.5814229896387054
cxcr4,1.4189110205877873
def,1.9451961065854835
dhi1,3.0749892863216464
dpp4,0.822703267400499
dyr,1.6938146795131812
egfr,0.2280265812571481
esr1,0.2940608801502999
esr2,0.3628742189153881
fa10,0.14120871988692832
fa7,1.2063359304217711
fabp4,0.28868271314680316
fak1,2.501847946963041
fgfr1,1.553467207351008
fkb1a,0.4330404700016734
fnta,2.004554416131621
fpps,0.5859800485325347
gcr,0.23842265428069706
glcm,0.8084132048126805
gria2,0.1606823929634347
grik1,0.74149390038939
hdac2,0.16629899977733426
hdac8,1.084146638418762
hivint,0.25892113703560954
hivrt,0.3250956099964538
hmdh,0.1358612159660489
hs90a,0.10336238626290474
hxk4,0.10270177236773592
igf1r,0.8828901988766603
inha,0.7577690305228693
ital,0.2606769965016412
jak2,0.20711502343898253
kif11,0.518329208803596
kith,0.1423574048340685
lck,0.274722162764512
lkha4,0.6856525060694175
mapk2,0.18911598981186248
mcr,0.3260608057241416
met,0.2943243681180445
mk01,0.10187700892850539
mk10,0.15130042696765567
mk14,0.4820564335260213
mmp13,0.14408391835047824
nos1,1.4760705463515444
nram,0.2798887525878222
pa2ga,0.31198849247602356
parp1,0.2944808168206222
pde5a,0.7892302728065619
pgh1,2.4174569317634376
pgh2,0.21336967957859038
pnph,0.8119832472510351
ppara,0.3158333498671081
ppard,0.5613896950941214
pparg,0.2562037215044671
prgr,0.2688699008092358
ptn1,0.1340985856489939
pur2,0.6106798320706299
pygm,0.699050129483794
pyrd,0.1289606731118668
reni,0.813463950229065
sahh,0.2249139064287053
src,0.4049160295031397
tgfr1,0.10578449188216003
thb,0.40356680514944365
thrb,0.17542057973804487
try1,0.3710409120673811
tryb1,0.35381372259462096
tysy,0.8431608931823913
urok,0.7690036232555914
vgfr2,0.1920715210623567
wee1,0.2837903602491813
xiap,0.5828903341383197
