seed,sample,ranking_score
1,0,0.8106501968551878
1,1,0.7874214295719069
1,2,0.7929318958147602
1,3,0.8217577479742976
1,4,0.7956659154263267
2,0,0.7835149081753751
2,1,0.8008224871001225
2,2,0.80610968743182
2,3,0.840080130065912
2,4,0.8094632577160947
3,0,0.8506835658294004
3,1,0.8627056127978435
3,2,0.8363562775365192
3,3,0.8512136818917199
3,4,0.8321796369944394
4,0,0.790780133523281
4,1,0.8004295016711184
4,2,0.8190441781780191
4,3,0.7787335272083147
4,4,0.7932847901697628
5,0,0.8024316380795948
5,1,0.7850338706331164
5,2,0.779331504381005
5,3,0.8284684710737963
5,4,0.7894798986323797
6,0,0.8380658233676181
6,1,0.8219593029624845
6,2,0.8147520376248196
6,3,0.8161917228010377
6,4,0.8078734263009058
7,0,0.8579060250759182
7,1,0.8384372853033976
7,2,0.8438347727713483
7,3,0.8483417254092595
7,4,0.8517719805206111
8,0,0.8558334281007649
8,1,0.8538793453635093
8,2,0.8582133335039536
8,3,0.862219007024654
8,4,0.8779318435256912
9,0,0.8234806575660109
9,1,0.8377228858432956
9,2,0.8186261331925669
9,3,0.8398638906125551
9,4,0.8684807983904047
10,0,0.8403226529050329
10,1,0.8388231112926803
10,2,0.8361628439990081
10,3,0.8248421756393958
10,4,0.8452236986406811
