seed,sample,ranking_score
1,0,0.9222835329030077
1,1,0.9228781385348552
1,2,0.9190647237156436
1,3,0.9235151561554825
1,4,0.9303539709882495
2,0,0.9213484528963113
2,1,0.9218773020413052
2,2,0.9224863059246536
2,3,0.923760307582143
2,4,0.9232568558039551
3,0,0.9211909908951537
3,1,0.9240050653106183
3,2,0.9233276154713608
3,3,0.925423924698627
3,4,0.9228502602938298
4,0,0.9240126616441431
4,1,0.9239896576846447
4,2,0.9245655969600624
4,3,0.9190505894973113
4,4,0.9234195368238505
5,0,0.9232741032913246
5,1,0.9188455762784499
5,2,0.9227920976275882
5,3,0.9228679536104343
5,4,0.9205172711321795
6,0,0.9239753625473939
6,1,0.9199911251170036
6,2,0.9226925891728006
6,3,0.9237650959451125
6,4,0.9200343448920707
7,0,0.9216725502494525
7,1,0.9199599381699927
7,2,0.9256988556600507
7,3,0.9212479788899446
7,4,0.9225402226604319
8,0,0.9198895156101367
8,1,0.9194611310484601
8,2,0.9216098752778206
8,3,0.9193180003324842
8,4,0.917060854121354
9,0,0.9236501239767286
9,1,0.9247349351843672
9,2,0.9200143430101276
9,3,0.9223946177562528
9,4,0.9251112626845175
10,0,0.9197369279982116
10,1,0.92296375491214
10,2,0.9232526062392118
10,3,0.9189646777711497
10,4,0.920744636846979
