file,confidence,rmsd
fkb1a_seed-6_sample-3_model.cif,0.9330769093669604,0.4330404700016734
fkb1a_seed-10_sample-3_model.cif,0.9319254710525281,0.47360157373498596
fkb1a_seed-9_sample-2_model.cif,0.9315986962205733,0.4783385908241562
fkb1a_seed-5_sample-2_model.cif,0.9313977210113203,0.5119008341518793
fkb1a_seed-2_sample-4_model.cif,0.930960934937048,0.5047410104238294
fkb1a_seed-7_sample-2_model.cif,0.9309564694770777,0.4662007553304386
fkb1a_seed-6_sample-4_model.cif,0.930947660275054,0.4718267862416268
fkb1a_seed-2_sample-0_model.cif,0.9305472625683909,0.5064883901389552
fkb1a_seed-4_sample-3_model.cif,0.9302955139573003,0.5531092824002425
fkb1a_seed-8_sample-4_model.cif,0.9301358438235232,0.4872467133220625
fkb1a_seed-4_sample-4_model.cif,0.9295940338506203,0.40801845134039744
fkb1a_seed-9_sample-3_model.cif,0.9294716497346661,0.48253683850840856
fkb1a_seed-10_sample-1_model.cif,0.9294319807959619,0.47631903638540635
fkb1a_seed-10_sample-2_model.cif,0.9293802267582915,0.5157558502660183
fkb1a_seed-5_sample-3_model.cif,0.9291767787925278,0.5664806659347057
fkb1a_seed-6_sample-2_model.cif,0.9290990041542493,0.46422214501166204
fkb1a_seed-3_sample-4_model.cif,0.9290448612567569,0.5138303428589939
fkb1a_seed-9_sample-1_model.cif,0.9288818819395557,0.5235980929526121
fkb1a_seed-7_sample-1_model.cif,0.9288217254479729,0.5112209331881343
fkb1a_seed-1_sample-1_model.cif,0.9287033458315577,0.523302851884855
fkb1a_seed-1_sample-2_model.cif,0.9286976981628042,0.5467301021860907
fkb1a_seed-1_sample-0_model.cif,0.9286052209454259,0.4995579607351323
fkb1a_seed-9_sample-4_model.cif,0.9285435180778361,0.4503553754687863
fkb1a_seed-4_sample-0_model.cif,0.928320251728495,0.43755101467158924
fkb1a_seed-8_sample-1_model.cif,0.9281962574402545,0.40448391858903504
fkb1a_seed-3_sample-1_model.cif,0.928096481216002,0.47044343347504564
fkb1a_seed-7_sample-0_model.cif,0.9280212729864198,0.5287721145953556
fkb1a_seed-4_sample-1_model.cif,0.9280136201681699,0.4802314300906801
fkb1a_seed-1_sample-4_model.cif,0.9279200117275126,0.456728980331715
fkb1a_seed-3_sample-3_model.cif,0.9278580603320852,0.46652545965872894
fkb1a_seed-6_sample-0_model.cif,0.9276369369197791,0.4316738310721249
fkb1a_seed-9_sample-0_model.cif,0.9275728617659027,0.4777398267839502
fkb1a_seed-3_sample-2_model.cif,0.9275459838875162,0.4876760644725442
fkb1a_seed-4_sample-2_model.cif,0.9274461411869719,0.4598457002957041
fkb1a_seed-5_sample-4_model.cif,0.9273854874146353,0.4844616468558512
fkb1a_seed-1_sample-3_model.cif,0.9272414283055258,0.48378439759462727
fkb1a_seed-7_sample-3_model.cif,0.9271985728232401,0.4867062142581459
fkb1a_seed-10_sample-4_model.cif,0.9270981652399908,0.42897951376596416
fkb1a_seed-8_sample-0_model.cif,0.9269219793667072,0.441029262851757
fkb1a_seed-7_sample-4_model.cif,0.9268776333930756,0.5093374345976299
fkb1a_seed-2_sample-1_model.cif,0.9264166580922988,0.4599044921148172
fkb1a_seed-5_sample-1_model.cif,0.9261643504089418,0.48976299314826605
fkb1a_seed-6_sample-1_model.cif,0.9259732732478035,0.3923258231816791
fkb1a_seed-5_sample-0_model.cif,0.9255242567185064,0.4820136630188964
fkb1a_seed-3_sample-0_model.cif,0.9251979744287262,0.4606538122848496
fkb1a_seed-2_sample-3_model.cif,0.9247707245187577,0.42855170314599644
fkb1a_seed-8_sample-2_model.cif,0.9153089240462869,1.7820638944057883
fkb1a_seed-8_sample-3_model.cif,0.9142335074361714,1.881958390555412
fkb1a_seed-10_sample-0_model.cif,0.9132780187803389,1.6705756635308076
fkb1a_seed-2_sample-2_model.cif,0.9121495393068747,1.8469597314990205
