seed,sample,ranking_score
1,0,0.9369966929203728
1,1,0.9365260076880362
1,2,0.9368587095787207
1,3,0.9543445782124803
1,4,0.9371934745929619
2,0,0.9363785423746791
2,1,0.935587501826195
2,2,0.9360815164436536
2,3,0.935525019484394
2,4,0.9025469359384484
3,0,0.9373255355362713
3,1,0.9374124145649132
3,2,0.9365998350813094
3,3,0.9372144225863026
3,4,0.9367725105774305
4,0,0.9002436858506095
4,1,0.9374363917589316
4,2,0.9369307210318201
4,3,0.9375972272889934
4,4,0.9375186412559646
5,0,0.938387938799775
5,1,0.9380623444465546
5,2,0.9402912545474238
5,3,0.939053113930844
5,4,0.9393754157847772
6,0,0.936793658127251
6,1,0.9359015513651713
6,2,0.9360336955459212
6,3,0.9356910288583588
6,4,0.9357701681368895
7,0,0.9378925588910249
7,1,0.9387946056629795
7,2,0.9385724229147634
7,3,0.9372704179279068
7,4,0.9378689824208695
8,0,0.9362798057150272
8,1,0.936166601896294
8,2,0.9359802176135164
8,3,0.9360259671363814
8,4,0.9361511224363586
9,0,0.9368886801185803
9,1,0.9358801154959808
9,2,0.9357385029940791
9,3,0.9350082030866317
9,4,0.9365383202815653
10,0,0.8999244856452593
10,1,0.9353208507571404
10,2,0.9348392089322941
10,3,0.9345399357318345
10,4,0.934805216325425
