seed,sample,ranking_score
1,0,0.8883727692278103
1,1,0.8840043250608497
1,2,0.8899233913743411
1,3,0.893238317455342
1,4,0.8958356767387233
2,0,0.8967290068296062
2,1,0.8685924482458721
2,2,0.8943126845108001
2,3,0.8955823831138585
2,4,0.8934766154713369
3,0,0.8855906620329881
3,1,0.8922243652698962
3,2,0.8921507722610659
3,3,0.8948283668416711
3,4,0.8832874174945841
4,0,0.8900653917142747
4,1,0.9229796699590181
4,2,0.8948706732192516
4,3,0.8930330802439901
4,4,0.884416103246038
5,0,0.8865427847867404
5,1,0.8973080006018119
5,2,0.8894852702643304
5,3,0.8936802627521119
5,4,0.8914070952519424
6,0,0.8881472519109072
6,1,0.8918033882918912
6,2,0.8932481760744824
6,3,0.8823487874955931
6,4,0.8875889545409434
7,0,0.8915285789901968
7,1,0.9063966882808084
7,2,0.8983667895382953
7,3,0.8894138670308905
7,4,0.893162610600771
8,0,0.8871321353396712
8,1,0.8965531264694239
8,2,0.8802177921230614
8,3,0.8885729519586224
8,4,0.889844357555853
9,0,0.8833839184190028
9,1,0.89342265857474
9,2,0.8971153787493654
9,3,0.9137248073009477
9,4,0.8889928964190718
10,0,0.8968810349322497
10,1,0.8948533033423666
10,2,0.8953140874081613
10,3,0.8870824055963238
10,4,0.894899161117995
