seed,sample,ranking_score
1,0,0.9757080659265596
1,1,0.9760197134402768
1,2,0.9759807956635863
1,3,0.9751016553462133
1,4,0.9761817888901697
2,0,0.9755670672124102
2,1,0.9757759010369781
2,2,0.975330723949537
2,3,0.9760467427011543
2,4,0.9752727549438513
3,0,0.9753127034458962
3,1,0.9761491966804806
3,2,0.9763831757568073
3,3,0.9762777834197184
3,4,0.9749787781751965
4,0,0.9772792984730522
4,1,0.9765184809376148
4,2,0.9761397502082936
4,3,0.9777822085149711
4,4,0.977056379514205
5,0,0.9762977389891792
5,1,0.9765129014734274
5,2,0.9754680154683502
5,3,0.9763451392819107
5,4,0.9771599797288861
6,0,0.9756620116101913
6,1,0.9766105618716375
6,2,0.9760507262173195
6,3,0.9760877600865038
6,4,0.975506175565866
7,0,0.9762955702051794
7,1,0.9765267100839428
7,2,0.9758579200489155
7,3,0.9759711276077545
7,4,0.9758030420977781
8,0,0.976718580378302
8,1,0.9763077005021561
8,2,0.9759635190576961
8,3,0.9748944467932303
8,4,0.9754368497154766
9,0,0.9772950124796279
9,1,0.9766609246634418
9,2,0.9770262780379091
9,3,0.9766631935106798
9,4,0.97545259888922
10,0,0.9756399434708634
10,1,0.976371336312458
10,2,0.9762054470232435
10,3,0.9758592032362099
10,4,0.9755347289308465
