file,confidence,rmsd
fgfr1_seed-1_sample-3_model.cif,0.9543445782124803,1.5594985332098346
fgfr1_seed-5_sample-2_model.cif,0.9402912545474238,1.5782805486770057
fgfr1_seed-5_sample-4_model.cif,0.9393754157847772,1.553467207351008
fgfr1_seed-5_sample-3_model.cif,0.939053113930844,1.5724134408269757
fgfr1_seed-7_sample-1_model.cif,0.9387946056629795,1.5730762040669657
fgfr1_seed-7_sample-2_model.cif,0.9385724229147634,1.5703340038071487
fgfr1_seed-5_sample-0_model.cif,0.938387938799775,1.5736073621542193
fgfr1_seed-5_sample-1_model.cif,0.9380623444465546,1.5608051160147252
fgfr1_seed-7_sample-0_model.cif,0.9378925588910249,1.5717307550895077
fgfr1_seed-7_sample-4_model.cif,0.9378689824208695,1.5577939214083032
fgfr1_seed-4_sample-3_model.cif,0.9375972272889934,1.5728569361825708
fgfr1_seed-4_sample-4_model.cif,0.9375186412559646,1.5651392908595343
fgfr1_seed-4_sample-1_model.cif,0.9374363917589316,1.5731947644427764
fgfr1_seed-3_sample-1_model.cif,0.9374124145649132,1.55320604814437
fgfr1_seed-3_sample-0_model.cif,0.9373255355362713,1.5900279786146592
fgfr1_seed-7_sample-3_model.cif,0.9372704179279068,1.5618637375418687
fgfr1_seed-3_sample-3_model.cif,0.9372144225863026,1.561726975456914
fgfr1_seed-1_sample-4_model.cif,0.9371934745929619,1.5735195964582593
fgfr1_seed-1_sample-0_model.cif,0.9369966929203728,1.5574431984195622
fgfr1_seed-4_sample-2_model.cif,0.9369307210318201,1.5669853200172033
fgfr1_seed-9_sample-0_model.cif,0.9368886801185803,1.581346611411716
fgfr1_seed-1_sample-2_model.cif,0.9368587095787207,1.5597376014040754
fgfr1_seed-6_sample-0_model.cif,0.936793658127251,1.5628855992721777
fgfr1_seed-3_sample-4_model.cif,0.9367725105774305,1.549653656867076
fgfr1_seed-3_sample-2_model.cif,0.9365998350813094,1.5620132733521315
fgfr1_seed-9_sample-4_model.cif,0.9365383202815653,1.5725732509102972
fgfr1_seed-1_sample-1_model.cif,0.9365260076880362,1.5560375778123468
fgfr1_seed-2_sample-0_model.cif,0.9363785423746791,1.572593154941988
fgfr1_seed-8_sample-0_model.cif,0.9362798057150272,1.5596185543880026
fgfr1_seed-8_sample-1_model.cif,0.936166601896294,1.5568789911913845
fgfr1_seed-8_sample-4_model.cif,0.9361511224363586,1.5693824279695736
fgfr1_seed-2_sample-2_model.cif,0.9360815164436536,1.5673613876817818
fgfr1_seed-6_sample-2_model.cif,0.9360336955459212,1.557916468683202
fgfr1_seed-8_sample-3_model.cif,0.9360259671363814,1.571340332923614
fgfr1_seed-8_sample-2_model.cif,0.9359802176135164,1.5523746381569064
fgfr1_seed-6_sample-1_model.cif,0.9359015513651713,1.5651677823763808
fgfr1_seed-9_sample-1_model.cif,0.9358801154959808,1.5616546185589328
fgfr1_seed-6_sample-4_model.cif,0.9357701681368895,1.5654132080228857
fgfr1_seed-9_sample-2_model.cif,0.9357385029940791,1.5580518914916108
fgfr1_seed-6_sample-3_model.cif,0.9356910288583588,1.5568831380806605
fgfr1_seed-2_sample-1_model.cif,0.935587501826195,1.5746700935076325
fgfr1_seed-2_sample-3_model.cif,0.935525019484394,1.5678475837119714
fgfr1_seed-10_sample-1_model.cif,0.9353208507571404,1.5679839512023066
fgfr1_seed-9_sample-3_model.cif,0.9350082030866317,1.5445866569497684
fgfr1_seed-10_sample-2_model.cif,0.9348392089322941,1.5799436237207516
fgfr1_seed-10_sample-4_model.cif,0.934805216325425,1.565765719925433
fgfr1_seed-10_sample-3_model.cif,0.9345399357318345,1.576117283531233
fgfr1_seed-2_sample-4_model.cif,0.9025469359384484,0.12614239081554618
fgfr1_seed-4_sample-0_model.cif,0.9002436858506095,0.24977003872477296
fgfr1_seed-10_sample-0_model.cif,0.8999244856452593,0.1672155916143549
